author,text,published_at,sentiment
@tessiemaharaj9893,"Hey! 

You should explore Quebec! 
Much cheaper and it’s vibrant and winter isn’t that harsh! All the best ❤",2023-05-27T16:15:28Z,POSITIVE
@ashwinraghunath4453,Consider Montreal! The prices here are also half as much as Toronto and its not a boring city at all :),2023-05-27T16:11:03Z,POSITIVE
@kusumaprakash,Do what you think is best all the best take care,2023-05-27T16:10:47Z,POSITIVE
@Jasmeetpable,"Hey Pooja
I’m 21 years old living in Toronto. Did my bachelors here and working in a top 5 banks with good amount of pay. Now recently my parents had visited me and they are young (in their 40s), they HATED Canada and would not like to settle here. They are forcing me to come back as we live in Mumbai (we have our own big houses, well settled business and cars and what not!) I have decided to earn here for quite some time take all the money ( which I have spend here on education and buy a apartment in India) and settle there. Rather than working here pay cheque to pay cheque why not work hard there (keeping in mind that if recession ever hit hard, in Toronto I will be lay off and then most probably I will not be able to pay my rent and expenses) where as I’in India atleast my dad is there to support me. 

In 3.5years I have realized that INDIA IS THE BEST COUNTRY. Canada is just the hype and working your ass off here, where government will never want you to be rich here.  Rental price is sky rocketing, food price is going up. In India atleast you can afford to eat despite earning very less, not possible in Canada.",2023-05-27T16:10:10Z,NEUTRAL
@suritisoni,"You should have bought a small house or a condo I mean you have spend so much on your kitchen and other things and now selling it just look like a poor financial decision. 
Secondly, you should get a job as well to help in mortgage if not then making full time vlogs aren’t enough. Doing full time should be like using multiple platforms yt shorts, lifestyle vlogging, instagram, tiktok, Facebook, sponsorships and so one.. this is what full time bloggers doing these days.",2023-05-27T16:08:45Z,NEGATIVE
@bansipatel6941,"Pls stop eating at expensive restaurants constantly, reduce splurging (which I see a lot in your life), stop buying Uber expensive furniture and instead be creative, rack up enough savings and then consider furnishing your home, get a tenant to split your mortgage with. If despite doing all this you’re in crunch I think it’s in your best interest to move to a cheaper areas. Also PLEASE get a side job peekapoo you’re young and should push yourself as much as possible. I live in an expensive city in the US myself and I’ve done this all so I’m speaking from experience. The rewards are worth it, so push yourself harder girl. You got this!",2023-05-27T16:08:12Z,POSITIVE
@ananyamital3521,Go back india I would suggest it would be the best decision of your life the way you are and your life style is i think this country is bad option for you and you are also making your partner suffer. You can move to delhi Mumbai etc. these cities have everything. I am planning the same. Because right now its just you 2 then soon you 4(2 children) there expenses are extreme plus you would need help and support as you can do house hold basic things yourself you can not even cook 2 meals for yourself you order Tiffen or it’s sponsored. Kids can not have that. You like every branded and expensive normal thing cab do the same job but still anyways your choice. I don’t think you can survive here to be honest. I can provide you a hole list but never mind.,2023-05-27T16:06:56Z,NEGATIVE
@khurramanis2626,"Make a move to west from you- burlington, Hamilton, or in North to Cambridge, Kitchener Waterloo area. You can buy a same size house for lesser amount or you can buy a bigger house with basement unit, so you can earn rental income! All the best!",2023-05-27T16:06:52Z,POSITIVE
@oreolife3422,You should definitely move to Ottawa. U won’t lose the hustle and bustle in Ontario and at the same time it’s a very beautiful city especially for a family.,2023-05-27T16:06:09Z,POSITIVE
@falconi0,You need to stop wasting your money on coffee & donuts and get a job and work hard,2023-05-27T16:03:50Z,NEGATIVE
@yaswanth10,I would suggest to move to Calgary,2023-05-27T16:03:46Z,NEUTRAL
@mariyam3382,"It's like.. When you are offered more, you complain more, but never value",2023-05-27T16:03:30Z,NEGATIVE
@lintomathew,"Consider London, not far though.",2023-05-27T16:02:42Z,NEUTRAL
@riyakhanna-f2c,Hi peekapoo just a suggestion to you from your regular viewer .. I really enjoy watching your videos and editing.. but if something serious or in general you are discussing with your audience.. you should sit and speak rather than those movements which are highly distracting,2023-05-27T16:00:45Z,POSITIVE
@GagandeepSingh-wx3fx,"Don’t move to Calgary, there’s nothing out there!",2023-05-27T16:00:03Z,NEGATIVE
@Joe-qv2jo,"Do daily vlogs, increase the subscribers and money….do collab videos, podcasts with other YouTubers….. start an additional YouTube channel on something new….many possibilities there….",2023-05-27T15:54:53Z,POSITIVE
@roshnidhalpe4791,"Hi Peekapoo!!
It is wise to move to Calgary. My husband and I, we moved to Calgary from Toronto and we have loved every moment of it. It is not too crowded and Calgary is surrounded by beautiful mountains and lakes, where we spend our time during weekends in summer. And it’s a myth that weather conditions here are harsh. It is no at all windy like Toronto. Since Calgary is surrounded by mountains, we receive warm winds here in winter due to which the temperature goes to positive degrees in winters!! We also recently bought a house on the hills in Calgary. It is worth it!! The house buying process was very smooth. Let us know if you need more information. Thanks.",2023-05-27T15:54:08Z,POSITIVE
@Jasminpaur,"Peekapoo 💗
This video makes me emotional 

Poo its life and i think we can't take anything with us ✨
I agree with the thought of moving to different city 

Practical decision",2023-05-27T15:53:31Z,POSITIVE
@shaguftasingh-cg6fh,You can move to ottawa.,2023-05-27T15:51:50Z,NEUTRAL
@tuigcsrghghgfrftfdru,goooo calgryy,2023-05-27T15:51:00Z,NEUTRAL
@tuigcsrghghgfrftfdru,yess go clagaryyy noww,2023-05-27T15:50:44Z,POSITIVE
@swishhomey,yayyy Am also moving to Calgary. Hope to see your videos of Calgary <3 :),2023-05-27T15:46:01Z,POSITIVE
@Umarkhan92538,I am giving u an honest afvice. Think wise and think like a business man. I had two houses in canada of my own. And i rented out ine house. Still i am paying the mortgage and inflation was so high. I sold the bith houses. And moved ti totomto and got a condo again. I am saving money now and enjoying ky life. And sending all that money back home. And travel around the world. Enjoy lixuary. And made a huge properties in india. Dont ever buy your own house in canada.,2023-05-27T15:43:03Z,POSITIVE
@shivambhandari400,"Hey, I am no one to suggest anything. But, I wish the best to you. Sometimes bad things happen so more good things can come to you. Just be especially mentally. And hey, if you need any help your subscribers are always happy to help in any way possible ❤❤❤",2023-05-27T15:42:02Z,POSITIVE
@niyatitailor5425,I will say it's a wise decision to move. Ontario is way more pricy right now than it used to be.,2023-05-27T15:41:54Z,NEUTRAL
@rosegirl9874,"I lived in Calgary, it’s a beautiful place to live. The snow is extreme but it comes with the sun. Also, you get chinooks which are warm sunny days that randomly pop up in the winter. Calgary has a better standard of living, people have better houses, cars, and eat out more. There are good restaurants.",2023-05-27T15:41:40Z,POSITIVE
@zackmaher2457,"Calgary is a great city,  but like your friend said - not a whole lot going on.  I've moved from Toronto to Calgary and have loved each moment - especially the winter :p",2023-05-27T15:38:10Z,POSITIVE
@ExploreWithPoonam,It's not that harsh weather. There will some snowstorms but otherwise weather is good. After experiencing the first winter you will get used to it. And as you both love to  travel there are places to explores. You can do alot of road trips for a day. Calgary is not at all boring. Also there are lot of jobs here.,2023-05-27T15:37:21Z,POSITIVE
@Peekapoo,"Sharing my heart out, let me know what are your thoughts? Confused. 😕
Not saying we are miserable or anything, we are living our life and very happy with it but the other option is kinda tempting where we feel we would get much better value for money. What are your thoughts?",2023-05-27T15:35:02Z,NEUTRAL
@Umarkhan92538,Thanks you read my comment☺️☺️😆,2023-05-27T15:30:42Z,POSITIVE
@harjindersingh1323,soo excited to watch this video🥺 love youu so much🤎 consistent poo is the best hehehe🤗,2023-05-27T15:29:51Z,POSITIVE
@ExploreWithPoonam,Woww 1st like and 1st comment ❤,2023-05-27T15:29:20Z,POSITIVE
